machineID,corrmat
1,0.725053313073
2,0.861256960273
3,0.807031296754
4,0.78574015804
5,0.768280207675
6,0.82062899633
7,0.818208649475
8,0.812843249101
9,0.784488833607
10,0.788133267663
11,0.840616713999
12,0.749466774032
13,0.781425404103
14,0.786545931834
15,0.76008659876
16,0.685453286346
17,0.777382452917
18,0.798055098846
19,0.727470107241
20,0.785199921416
21,0.711878219613
22,0.724979182192
23,0.74597736995
24,0.735646222553
25,0.702023600453
26,0.80527232712
27,0.744290416504
28,0.702624513299
29,0.672474680145
30,0.78771229419
31,0.714454625965
32,0.749691760498
33,0.776893503309
34,0.794492420768
35,0.769589335903
36,0.740187103002
37,0.677810165337
38,0.753902222904
39,0.745321079316
40,0.780147863155
41,0.790306695279
42,0.806954127197
43,0.768931104182
44,0.770066988239
45,0.783179052557
46,0.751259689428
47,0.741492788849
48,0.823166946308
49,0.769899046873
50,0.797155389834
51,0.787992280734
52,0.731267894828
53,0.744434396154
54,0.792586490136
55,0.765113726987
56,0.737437008832
57,0.709347952513
58,0.702252855983
59,0.691477348196
60,0.704322041347
61,0.640109659296
62,0.698801386495
63,0.704228004354
64,0.721182475257
65,0.661201370297
66,0.737215872531
67,0.751374444446
68,0.73087004228
69,0.759571229986
70,0.731491579997
71,0.763096971108
72,0.701717986719
73,0.716505498117
74,0.723362266954
75,0.792743913022
76,0.77196791829
77,0.745371430857
78,0.743262303287
79,0.754284469348
80,0.779374495951
81,0.681355535573
82,0.731766455866
83,0.728188347948
84,0.746730954754
85,0.681527854622
86,0.65654345115
87,0.57282114736
88,0.92033312156
89,0.933907808883
90,0.924611715989
91,0.932018117789
92,0.924281240844
93,0.917722956913
94,0.921977036499
95,0.945131272151
96,0.932447367774
97,0.941827378055
98,0.950778033097
99,0.935092331005
100,0.94226628962
101,0.884830656204
102,0.944991422865
103,0.909806899496
104,0.962908983035
105,0.955944656771
106,0.960873652056
107,0.957699590442
108,0.958031405582
109,0.959601357462
110,0.953932817174
111,0.962164776089
112,0.951496881789
113,0.943894692938
114,0.969619308242
115,0.956966128202
116,0.943191593097
117,0.942518026589
118,0.948790786819
119,0.941590693133
120,0.962366817788
121,0.955510041569
122,0.959035205582
123,0.960990647389
124,0.916976684974
125,0.928218982388
126,0.937670226144
127,0.938030492057
128,0.665808509576
129,0.746344783133
130,0.692968133
131,0.730494337768
132,0.639260024806
133,0.61089902947
134,0.751931881757
135,0.681683067621
136,0.750693451842
137,0.707519576958
138,0.719665870976
139,0.63785259057
140,0.694753893873
141,0.714366176297
142,0.723434993906
143,0.697055499095
144,0.707357442254
145,0.631331256536
146,0.664642864111
147,0.704470415339
148,0.720529868297
149,
150,0.701860445105
151,0.714894461002
152,0.770712662243
153,0.777759159367
154,0.797536381737
155,0.819202290057
156,0.757577316118
157,0.786312652786
158,0.880099337844
159,0.844222375596
160,0.784490016706
