cate_id,memory_minus_cpu
1,23.146029132396
2,35.624288246367676
3,18.361038592511637
4,0.0
5,18.781573044640798
6,30.134053805718857
7,18.237506967760243
8,14.556516668240448
9,10.133439724659116
10,21.500876765617218
